	Symbol	Panel Id	Panel Name	Panel Version	Panel Status	List	Sources	Mode of inheritance	Mode of pathogenicity	Tags	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Biotype	Phenotypes	GeneLocation((GRch37)	GeneLocation((GRch38)	Panel Types	Super Panel Id	Super Panel Name	Super Panel Version
53204	MYRF	509	Structural eye disease	1.11	PUBLIC	green	Expert Review Green;NHS GMS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000124920	ENSG00000124920	HGNC:1181	protein_coding	Nanophthalmos;High hyperopia	11:61520114-61555990	11:61752642-61788518	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
27323	KCNC3	20	Hereditary ataxia	1.205	PUBLIC	green	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000131398	ENSG00000131398	HGNC:6235	protein_coding	Spinocerebellar ataxia 13 	19:50815194-50836772	19:50311937-50333515	Rare Disease 100K	589	Merge for Ataxia and cerebellar anomalies - narrow panel	1.72
3951	MSMO1	847	Childhood onset dystonia or chorea or related movement disorder	1.51	PUBLIC	red	Expert Review Red;London North GLH				ENSG00000052802	ENSG00000052802	HGNC:10545	protein_coding		4:166248775-166264312	4:165327623-165343160	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
51381	TECTA	921	Severe Paediatric Disorders	1.11	PUBLIC	green	Expert list;Expert Review Green;Next Generation Children Project	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000109927	ENSG00000109927	HGNC:11720	protein_coding	Deafness, autosomal recessive 21, 603629;Deafness, autosomal dominant 8/12, 601543	11:120971882-121062202	11:121101173-121191493	Research	-	-	-
57381	PET100	467	Inborn errors of metabolism	2.22	PUBLIC	green	Expert Review Green	BIALLELIC, autosomal or pseudoautosomal			ENSG00000229833	ENSG00000229833	HGNC:40038	protein_coding	Leigh syndrome;Mitochondrial complex IV deficiency, 220110;Isolated complex IV deficiency	19:7694623-7696842	19:7629737-7631956	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
28828	BDH1	112	Mitochondrial disorders	2.8	PUBLIC	red	Expert list				ENSG00000161267	ENSG00000161267	HGNC:1027	protein_coding		3:197236654-197300194	3:197509783-197573323	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	581	Merge for Cardiomyopathies - including childhood onset	7.62
44364	NF2	559	Pigmentary skin disorders	1.3	PUBLIC	green	Expert Review Green;London North GLH;NHS GMS	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted			ENSG00000186575	ENSG00000186575	HGNC:7773	protein_coding	NF2;Neurofibromatosis type 2;NEUROFIBROMATOSIS, TYPE II	22:29999545-30094587	22:29603556-29698598	GMS Rare Disease Virtual;GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
59363	NDUFA13	112	Mitochondrial disorders	2.8	PUBLIC	red	Victorian Clinical Genetics Services;Expert Review Red;Emory Genetics Laboratory;Radboud University Medical Center, Nijmegen;Expert list	BIALLELIC, autosomal or pseudoautosomal			ENSG00000186010	ENSG00000186010	HGNC:17194	protein_coding	Isolated complex I deficiency;Mitochondrial Diseases;?Mitochondrial complex I deficiency, nuclear type 28, 618249	19:19626545-19644285	19:19515736-19529054	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
17205	MPZ	85	Hereditary neuropathy	1.376	PUBLIC	green	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;London North GLH;NHS GMS;Radboud University Medical Center, Nijmegen;South West GLH;UKGTN	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000158887	ENSG00000158887	HGNC:7225	protein_coding	Charcot Marie Tooth disease, type 2I, 607677;Charcot Marie Tooth disease, type 1B, 118200; Charcot Marie Tooth disease, type 2J, 607736; Roussy Levy syndrome, 180800;Charcot Marie Tooth disease, type 2J, 607736;Roussy Levy syndrome, 180800; Charcot Marie Tooth disease, type 2I, 607677;Charcot Marie Tooth disease, dominant intermediate D, 607791; Dejerine Sottas disease, 145900;Dejerine Sottas disease, 145900; Charcot Marie Tooth disease, dominant intermediate D, 607791; Neuropathy, congenital hypomyelinating, 605253;Neuropathy, congenital hypomyelinating, 605253	1:161274525-161279762	1:161304735-161309972	Rare Disease 100K	-	-	-
48727	SLC2A9	66	Rhabdomyolysis and metabolic muscle disorders	1.42	PUBLIC	red	Expert Review;Expert Review Red	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000109667	ENSG00000109667	HGNC:13446	protein_coding	"Hypouricemia, renal, 2	612076;{Uric acid concentration, serum, QTL 2}	612076"	4:9772777-10056560	4:9771153-10054936	Rare Disease 100K;GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
56682	GFM2	112	Mitochondrial disorders	2.8	PUBLIC	green	Expert Review Green;Victorian Clinical Genetics Services;Expert list	BIALLELIC, autosomal or pseudoautosomal			ENSG00000164347	ENSG00000164347	HGNC:29682	protein_coding	Early-onset neurological presentations of mitochondrial disease;Multiple respiratory chain complex deficiencies (disorders of protein synthesis)	5:74017029-74063196	5:74721204-74767371	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
7319	KMT2E	484	DDG2P	2.9	PUBLIC	green	DD-Gene2Phenotype;Expert Review Green	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000005483	ENSG00000005483	HGNC:18541	protein_coding	INTELLECTUAL DISABILITY;Neurodevelopmental disorder and Epilepsy 618512	7:104654626-104754808	7:105014179-105114361	GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
4691	PLCB4	81	Clefting	2.3	PUBLIC	red	Victorian Clinical Genetics Services				ENSG00000101333	ENSG00000101333	HGNC:9059	protein_coding	Cleft palate	20:9049410-9461889	20:9068763-9481242	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	-	-	-
2729	NDUFV2	749	Cardiomyopathies - including childhood onset	1.9	PUBLIC	green	Expert Review Green;MetBioNet;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000178127	ENSG00000178127	HGNC:7717	protein_coding	Mitochondrial complex I deficiency, nuclear type 7, 618229	18:9102628-9134343	18:9102630-9134345	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
50314	KIF7	921	Severe Paediatric Disorders	1.11	PUBLIC	green	Expert list;Expert Review Green;Next Generation Children Project	BIALLELIC, autosomal or pseudoautosomal			ENSG00000166813	ENSG00000166813	HGNC:30497	protein_coding	Acrocallosal syndrome, 200990;?Al-Gazali-Bakalinova syndrome, 607131;Joubert syndrome 12, 200990;?Hydrolethalus syndrome 2, 614120	15:90152020-90198682	15:89608789-89655451	Research	-	-	-
35554	NPC2	385	Neonatal cholestasis	1.4	PUBLIC	green	Emory Genetics Laboratory;Expert Review Green;UKGTN;Victorian Clinical Genetics Services	BIALLELIC, autosomal or pseudoautosomal			ENSG00000119655	ENSG00000119655	HGNC:14537	protein_coding	Neonatal and Adult Cholestasis;Niemann-Pick disease type C2, 607625	14:74942895-74960880	14:74476192-74494177	Rare Disease 100K	-	-	-
11603	TERT	522	Familial melanoma	1.4	PUBLIC	amber	Expert List;Expert Review Amber;NHS GMS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000164362	ENSG00000164362	HGNC:11730	protein_coding		5:1253262-1295184	5:1253147-1295069	GMS Rare Disease;GMS signed-off	-	-	-
57990	TSFM	112	Mitochondrial disorders	2.8	PUBLIC	green	Victorian Clinical Genetics Services;Expert Review Green;Radboud University Medical Center, Nijmegen;Expert list;Expert	BIALLELIC, autosomal or pseudoautosomal			ENSG00000123297	ENSG00000123297	HGNC:12367	protein_coding	Combined oxidative phosphorylation deficiency 3, 610505	12:58176372-58201854	12:57782589-57808071	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
51153	SKIV2L	921	Severe Paediatric Disorders	1.11	PUBLIC	green	Expert list;Expert Review Green;Next Generation Children Project	BIALLELIC, autosomal or pseudoautosomal			ENSG00000204351	ENSG00000204351	HGNC:10898	protein_coding	Trichohepatoenteric syndrome 2, 614602	6:31926857-31937532	6:31959080-31969755	Research	-	-	-
38967	ITGA3	484	DDG2P	2.9	PUBLIC	green	DD-Gene2Phenotype;Expert Review Green	BIALLELIC, autosomal or pseudoautosomal			ENSG00000005884	ENSG00000005884	HGNC:6139	protein_coding	INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL 614748	17:48133332-48167845	17:50055968-50090481	GMS Rare Disease;Component Of Super Panel;GMS signed-off	486	Paediatric disorders	14.574
7172	GHR	484	DDG2P	2.9	PUBLIC	green	DD-Gene2Phenotype;Expert Review Green	BIALLELIC, autosomal or pseudoautosomal			ENSG00000112964	ENSG00000112964	HGNC:4263	protein_coding	PITUITARY DWARFISM II 262500	5:42423879-42721979	5:42423777-42721878	GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
43121	NTNG1	285	Intellectual disability	3.355	PUBLIC	red	Victorian Clinical Genetics Services				ENSG00000162631	ENSG00000162631	HGNC:23319	protein_coding		1:107682629-108026080	1:107140007-107483458	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	486	Paediatric disorders	14.574
2954	CRYGA	230	Cataracts	2.13	PUBLIC	red	Expert Review Red;UKGTN				ENSG00000168582	ENSG00000168582	HGNC:2408	protein_coding		2:209025464-209028300	2:208160740-208163576	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	-	-	-
10719	TAZ	467	Inborn errors of metabolism	2.22	PUBLIC	green	London North GLH;NHS GMS;Expert Review Green	X-LINKED: hemizygous mutation in males, biallelic mutations in females			ENSG00000102125	ENSG00000102125	HGNC:11577	protein_coding	Disorders of mitochondrial membrane lipids (Mitochondrial respiratory chain disorders (caused by nuclear variants only));Barth syndrome, 302060;Methylglutaconic aciduria type II, Barth syndrome (Organic acidurias);Disorders of mitochondrial lipid metabolism	X:153639854-153650065	X:154411518-154421726	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	489	Epilepsy - early onset or syndromic	4.182
55302	COQ2	678	Unexplained paediatric onset end-stage renal disease	1.1	PUBLIC	green	Expert Review Green	BIALLELIC, autosomal or pseudoautosomal			ENSG00000173085	ENSG00000173085	HGNC:25223	protein_coding	Coenzyme Q10 deficiency, primary, 1 301050	4:84182689-84206067	4:83261536-83284914	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
5331	ADA	111	COVID-19 research	1.69	PUBLIC	green	Combined B and T cell defect v1.12;ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;SCID v1.6;Victorian Clinical Genetics Services	BIALLELIC, autosomal or pseudoautosomal			ENSG00000196839	ENSG00000196839	HGNC:186	protein_coding	Severe combined immunodeficiency due to ADA deficiency, 102700;Low NK, bone defects, may have pulmonary alveolar proteinosis, cognitive defects;Atypical Severe Combined Immunodeficiency (Atypical SCID);Immunodeficiencies affecting cellular and humoral immunity;Adenosine deaminase (ADA) deficiency;T-B+ SCID;Omenn syndrome;Severe combined immunodeficiency (SCID);T-B- SCID;Severe combined immunodeficiency due to ADA deficiency (some mosiacism noted)	20:43248163-43280874	20:44619522-44652233	Research	-	-	-
36067	VEGFA	474	Neurodegenerative disorders - adult onset	2.16	PUBLIC	red	Expert Review Red	Unknown			ENSG00000112715	ENSG00000112715	HGNC:12680	protein_coding		6:43737921-43754224	6:43770184-43786487	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
10139	HCCS	467	Inborn errors of metabolism	2.22	PUBLIC	green	London North GLH;NHS GMS;Expert Review Green	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)			ENSG00000004961	ENSG00000004961	HGNC:4837	protein_coding	Linear skin defects with multiple congenital anomalies 1;Complex III (Mitochondrial respiratory chain disorders (caused by nuclear variants only), OXPHOS assembly factors);Microphthalmia, syndromic 7, 309801	X:11129421-11141198	X:11111301-11123078	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	489	Epilepsy - early onset or syndromic	4.182
59232	ITGA3	285	Intellectual disability	3.355	PUBLIC	red	Expert Review Red;Expert Review Amber;BRIDGE study SPEED NEURO Tier1 Gene	BIALLELIC, autosomal or pseudoautosomal			ENSG00000005884	ENSG00000005884	HGNC:6139	protein_coding	Interstitial lung disease, nephrotic syndrome, and epidermolysis;bullosa, congenital, 614748	17:48133332-48167845	17:50055968-50090481	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
57912	TELO2	285	Intellectual disability	3.355	PUBLIC	green	Expert Review Green;Expert Review;Literature	BIALLELIC, autosomal or pseudoautosomal			ENSG00000100726	ENSG00000100726	HGNC:29099	protein_coding	You-Hoover-Fong syndrome, 616954, syndromic intellectual disability	16:1543345-1560458	16:1493344-1510457	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
57706	SKIV2L	467	Inborn errors of metabolism	2.22	PUBLIC	green	Expert Review Green;London North GLH;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000204351	ENSG00000204351	HGNC:10898	protein_coding	Infantile enterocolitis & monogenic inflammatory bowel disease;Trichohepatoenteric syndrome 2 (Other metabolic disorders)	6:31926857-31937532	6:31959080-31969755	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
34499	MRPS16	42	Inherited white matter disorders	1.82	PUBLIC	amber	Expert Review Amber;Expert list	BIALLELIC, autosomal or pseudoautosomal			ENSG00000182180	ENSG00000182180	HGNC:14048	protein_coding	Combined oxidative phosphorylation deficiency 2;Mitochondrial Leukoencephalopathy;General Leukodystrophy & Mitochondrial Leukoencephalopathy	10:75006510-75012451	10:73248843-73252693	Rare Disease 100K	588	Merge for White matter disorders and cerebral calcification - narrow panel	2.23
51071	RYR1	921	Severe Paediatric Disorders	1.11	PUBLIC	green	Expert list;Expert Review Green;Next Generation Children Project	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000196218	ENSG00000196218	HGNC:10483	protein_coding	Central core disease, 117000;King-Denborough syndrome, 145600;Minicore myopathy with external ophthalmoplegia, 255320;Neuromuscular disease, congenital, with uniform type 1 fiber, 117000	19:38924339-39078204	19:38433699-38587564	Research	-	-	-
47912	TBX18	234	CAKUT	1.153	PUBLIC	green	Expert Review Green;Expert list	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000112837	ENSG00000112837	HGNC:11595	protein_coding	CAKUT;Renal cysts and diabetes;glomerulocystic kidney disease;hypomagneseamia;Congenital anomalies of kidney and urinary tract 2, 143400	6:85397069-85474237	6:84687351-84764519	Rare Disease 100K	903	Renal superpanel - narrow	2.242
59049	CYP7B1	476	White matter disorders and cerebral calcification - narrow panel	1.14	PUBLIC	red	Expert Review Red	BIALLELIC, autosomal or pseudoautosomal			ENSG00000172817	ENSG00000172817	HGNC:2652	protein_coding		8:65500320-65711318	8:64587763-64798761	GMS Rare Disease;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
60664	NSD1	289	Multiple Tumours	1.95	RETIRED	green	Expert Review Green;TruSight Cancer Panel (Illumina)	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000165671	ENSG00000165671	HGNC:14234	protein_coding	Sotos Syndrome; Neuroblastoma; Presacral ganglioma; Sacrococcygeal teratoma; Lymphoid hematological malignancy (leukemia);Paediatric congenital malformation-dysmorphism-tumour syndromes 	5:176560026-176727216	5:177133025-177300215	Rare Disease 100K	-	-	-
32813	ATXN7	20	Hereditary ataxia	1.205	PUBLIC	red	Expert Review Red;Eligibility statement prior genetic testing;Radboud University Medical Center, Nijmegen;UKGTN		Other - please provide details in the comments	currently-ngs-unreportable;nucleotide-repeat-expansion	ENSG00000163635	ENSG00000163635	HGNC:10560	protein_coding	Spinocerebellarataxia7,164500	3:63850233-63989138	3:63864557-64003462	Rare Disease 100K	586	Merge for Neurodegenerative disorders - adult onset	1.186
58389	HERC2	285	Intellectual disability	3.355	PUBLIC	amber	Expert Review Amber;Victorian Clinical Genetics Services;Literature	BIALLELIC, autosomal or pseudoautosomal		for-review	ENSG00000128731	ENSG00000128731	HGNC:4868	protein_coding	Mental retardation, autosomal recessive 38	15:28356186-28567298	15:28111040-28322152	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
17442	LITAF	846	Hereditary neuropathy NOT PMP22 copy number	1.8	PUBLIC	green	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;London North GLH;NHS GMS;Radboud University Medical Center, Nijmegen;South West GLH;UKGTN	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000189067	ENSG00000189067	HGNC:16841	protein_coding	Charcot Marie Tooth disease, type 1C, 601098	16:11641853-11730237	16:11547722-11636381	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
13059	GNAI1	478	Fetal anomalies	1.97	PUBLIC	amber	Expert Review Amber;PAGE DD-Gene2Phenotype	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000127955	ENSG00000127955	HGNC:4384	protein_coding	GNAI1 syndrome	7:79763271-79848718	7:80133955-80219402	GMS Rare Disease Virtual;GMS signed-off	-	-	-
52794	SOX18	559	Pigmentary skin disorders	1.3	PUBLIC	green	London North GLH;NHS GMS;Expert Review Green	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000203883	ENSG00000203883	HGNC:11194	protein_coding	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME;Hypotrichosis-lymphedema-telangiectasia syndrome;HLTS, HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME;HLTRS	20:62679076-62680994	20:64047582-64049641	GMS Rare Disease Virtual;GMS Rare Disease;Component Of Super Panel;GMS signed-off	492	Skin disorders	13.42
55237	TCTN1	156	Unexplained kidney failure in young people	1.91	PUBLIC	red	Expert;Expert Review Red				ENSG00000204852	ENSG00000204852	HGNC:26113	protein_coding	Ciliopathy genes associated with cystic kidney disease	12:111051832-111087235	12:110614027-110649430	Rare Disease 100K	-	-	-
48509	CEP19	307	Retinal disorders	2.16	PUBLIC	amber	Expert Review Amber;NHS GMS;RetNet				ENSG00000174007	ENSG00000174007	HGNC:28209	protein_coding		3:196433148-196439164	3:196706277-196712293	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	-	-	-
46968	INF2	106	Proteinuric renal disease	2.26	PUBLIC	green	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments		ENSG00000203485	ENSG00000203485	HGNC:23791	protein_coding	Glomerulosclerosis, focal segmental, 5 #613237;Adult onset nephrotic syndrome (+CMT);FSGS;proteinuria;renal failure	14:105155943-105185942	14:104689606-104722535	Rare Disease 100K;GMS Rare Disease;GMS signed-off	902	Renal superpanel - broad	2.269
20524	ALG2	467	Inborn errors of metabolism	2.22	PUBLIC	amber	Expert Review Amber;London North GLH;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000119523	ENSG00000119523	HGNC:23159	protein_coding	Myasthenic syndrome, congenital, 14, with tubular aggregates 616228;Mannosyltransferase 2 deficiency (Disorders of protein N-glycosylation);?Congenital disorder of glycosylation, type Ii 607906	9:101978708-101984238	9:99216426-99221956	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	490	Hypotonic infant	9.454
51646	ZFP57	921	Severe Paediatric Disorders	1.11	PUBLIC	green	Expert list;Expert Review Green;Next Generation Children Project	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000204644	ENSG00000204644	HGNC:18791	protein_coding	Diabetes mellitus, transient neonatal, 1, 601410	6:29640169-29648887	6:29672392-29681110	Research	-	-	-
1173	SLC52A3	258	Arthrogryposis	3.11	PUBLIC	red	Expert Review Red;Expert list	BIALLELIC, autosomal or pseudoautosomal			ENSG00000101276	ENSG00000101276	HGNC:16187	protein_coding		20:740724-749131	20:760080-776015	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	497	Arthrogryposis - broad panel	3.12
50572	MYH6	921	Severe Paediatric Disorders	1.11	PUBLIC	green	Expert list;Expert Review Green;Next Generation Children Project	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000197616	ENSG00000197616	HGNC:7576	protein_coding	Cardiomyopathy, hypertrophic, 14, 613251;Cardiomyopathy, dilated, 1EE, 613252;Atrial septal defect 3, 614089	14:23851199-23877486	14:23381990-23408277	Research	-	-	-
26135	BMP6	515	Iron metabolism disorders	1.4	PUBLIC	green	Expert Review Green;London South GLH;NHS GMS;North West GLH;Wessex and West Midlands GLH;Yorkshire and North East GLH	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000153162	ENSG00000153162	HGNC:1073	protein_coding	NA IRON OVERLOAD;112266 Mild to moderate iron overload;Iron overload	6:7727030-7881655	6:7726797-7881422	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
